GENESIS-Tabelle: 11111-0002
Gebietsfläche: Kreise, Stichtag;;;;;;;;;;;;;;;;;;;;;;;
Feststellung des Gebietsstands;;;;;;;;;;;;;;;;;;;;;;;
Gebietsfläche (qkm);;;;;;;;;;;;;;;;;;;;;;;
;;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag;Stichtag
;;31.12.1995;31.12.1996;31.12.1997;31.12.1998;31.12.1999;31.12.2000;31.12.2001;31.12.2002;31.12.2003;31.12.2004;31.12.2005;31.12.2006;31.12.2007;31.12.2008;31.12.2009;31.12.2010;31.12.2011;31.12.2012;31.12.2013;31.12.2014;31.12.2015;31.12.2016
08437;Sigmaringen, Landkreis;1204,34;1204,29;1204,37;1204,38;1204,37;1204,35;1204,36;1204,36;1204,36;1204,36;1204,40;1204,35;1204,36;1204,36;1204,35;1204,36;1204,34;1204,34;1204,34;1204,34;1204,34;1204,23
09161;Ingolstadt, kreisfreie Stadt;133,37;133,35;133,35;133,35;133,36;133,36;133,35;133,35;133,35;133,35;133,35;133,35;133,35;133,35;133,37;133,37;133,37;133,37;133,37;133,37;133,37;133,35
09162;München, kreisfreie Stadt;310,47;310,47;310,59;310,59;310,59;310,59;310,46;310,46;310,46;310,46;310,40;310,40;310,40;310,40;310,69;310,69;310,70;310,70;310,74;310,70;310,70;310,71
09163;Rosenheim, kreisfreie Stadt;37,23;37,23;37,24;37,24;37,24;37,24;37,22;37,22;37,22;37,22;37,23;37,23;37,23;37,23;37,22;37,22;37,22;37,22;37,22;37,22;37,22;37,22
09171;Altötting, Landkreis;569,57;569,57;569,43;569,46;569,41;569,41;569,39;569,39;569,39;569,39;569,36;569,36;569,36;569,36;569,35;569,35;569,35;569,35;569,35;569,35;569,35;569,29
09172;Berchtesgadener Land, Landkreis;839,88;839,88;839,97;839,97;839,97;839,97;839,93;839,94;839,93;839,93;839,97;839,98;839,98;839,98;839,93;839,92;839,92;839,92;839,92;839,92;839,92;839,83
09173;Bad Tölz-Wolfratshausen, Landkreis;1110,65;1110,65;1110,67;1110,67;1110,67;1110,67;1110,66;1110,65;1110,66;1110,66;1110,70;1110,64;1110,64;1110,64;1110,69;1110,69;1110,70;1110,69;1110,69;1110,69;1110,69;1110,67
09174;Dachau, Landkreis;579,18;579,18;578,95;578,96;578,96;578,96;578,97;578,97;578,97;578,97;579,16;579,16;579,16;579,16;579,17;579,17;579,18;579,18;579,18;579,18;579,18;579,16
09175;Ebersberg, Landkreis;549,33;549,33;549,32;549,32;549,31;549,31;549,38;549,40;549,38;549,38;549,38;549,36;549,36;549,36;549,36;549,36;549,36;549,37;549,37;549,36;549,37;549,40
09176;Eichstätt, Landkreis;1214,67;1214,63;1214,40;1214,40;1214,41;1214,41;1214,45;1214,45;1214,45;1214,45;1214,40;1214,45;1214,45;1214,45;1214,12;1214,09;1214,06;1214,08;1214,06;1214,06;1214,05;1213,86
09177;Erding, Landkreis;870,75;870,75;870,45;870,45;870,44;870,44;870,74;870,76;870,74;870,74;870,72;870,73;870,73;870,73;870,70;870,70;870,72;870,72;870,72;870,72;870,72;870,75
09178;Freising, Landkreis;799,49;799,49;799,60;799,59;799,61;799,61;799,61;799,60;799,61;799,61;799,82;799,81;799,81;799,81;799,79;799,81;799,82;799,82;799,82;799,83;799,83;799,85
09179;Fürstenfeldbruck, Landkreis;434,74;434,74;434,84;434,85;434,85;434,85;434,85;434,84;434,85;434,85;434,77;434,78;434,78;434,78;434,79;434,79;434,79;434,79;434,79;434,79;434,79;434,80
09180;Garmisch-Partenkirchen, Landkreis;1012,26;1012,26;1012,28;1012,28;1012,28;1012,28;1012,31;1012,31;1012,31;1012,31;1012,20;1012,22;1012,22;1012,22;1012,23;1012,21;1012,24;1012,23;1012,23;1012,22;1012,22;1012,21
09181;Landsberg am Lech, Landkreis;804,41;804,41;804,49;804,49;804,49;804,49;804,50;804,49;804,50;804,50;804,52;804,52;804,52;804,52;804,39;804,37;804,37;804,37;804,38;804,38;804,38;804,36
09182;Miesbach, Landkreis;863,50;863,50;863,50;863,50;863,50;863,50;863,51;863,50;863,51;863,51;863,50;863,51;863,51;863,51;863,47;863,47;866,23;866,23;866,23;866,23;866,23;866,22
09183;Mühldorf am Inn, Landkreis;805,29;805,29;805,33;805,33;805,32;805,32;805,27;805,30;805,27;805,27;805,31;805,29;805,29;805,30;805,31;805,32;805,31;805,32;805,31;805,31;805,31;805,33
09184;München, Landkreis;667,24;667,24;667,27;667,27;667,27;667,27;667,26;667,25;667,26;667,26;667,27;667,28;667,28;667,28;667,02;667,02;664,25;664,25;664,25;664,25;664,25;664,26
09185;Neuburg-Schrobenhausen, Landkreis;739,82;739,68;739,75;739,75;739,75;739,75;739,68;739,69;739,69;739,69;739,73;739,73;739,73;739,73;739,80;739,80;739,80;739,80;739,80;739,81;739,81;739,72
09186;Pfaffenhofen an der Ilm, Landkreis;760,97;760,99;760,36;760,36;760,36;760,36;760,39;760,37;760,39;760,47;760,75;760,73;760,73;760,73;760,72;760,73;760,74;760,75;761,14;761,14;761,14;761,04
09187;Rosenheim, Landkreis;1438,50;1438,50;1439,41;1439,41;1439,40;1439,40;1439,49;1439,48;1439,49;1439,49;1439,50;1439,48;1439,49;1439,49;1439,55;1439,54;1439,54;1439,54;1439,54;1439,54;1439,54;1439,45
09188;Starnberg, Landkreis;487,92;487,92;488,01;488,01;488,01;488,01;488,03;488,03;488,03;488,03;488,00;488,01;488,01;488,01;487,73;487,74;487,73;487,72;487,71;487,71;487,71;487,72
09189;Traunstein, Landkreis;1533,95;1533,95;1533,91;1533,91;1533,92;1533,92;1533,93;1533,93;1533,93;1533,93;1534,00;1533,99;1533,99;1533,99;1533,99;1534,01;1534,00;1534,00;1534,00;1534,00;1534,00;1533,76
09190;Weilheim-Schongau, Landkreis;966,41;966,40;966,22;966,22;966,22;966,22;966,18;966,18;966,18;966,18;966,46;966,48;966,48;966,48;966,40;966,40;966,39;966,39;966,38;966,37;966,37;966,30
09261;Landshut, kreisfreie Stadt;65,74;65,76;65,68;65,68;65,71;65,71;65,70;65,70;65,70;65,70;65,79;65,79;65,79;65,79;65,81;65,81;65,81;65,81;65,81;65,81;65,81;65,83
09262;Passau, kreisfreie Stadt;69,75;69,75;69,75;69,75;69,75;69,75;69,76;69,76;69,76;69,76;69,55;69,55;69,55;69,55;69,57;69,57;69,57;69,57;69,57;69,57;69,57;69,56
09263;Straubing, kreisfreie Stadt;67,70;67,70;67,60;67,60;67,59;67,59;67,58;67,58;67,59;67,59;67,58;67,58;67,58;67,58;67,58;67,58;67,58;67,58;67,58;67,58;67,58;67,59
09271;Deggendorf, Landkreis;861,13;861,13;861,13;861,13;861,13;861,13;861,14;861,15;861,14;861,14;861,13;861,13;861,13;861,14;861,29;861,29;861,30;861,30;861,30;861,30;861,31;861,17
09272;Freyung-Grafenau, Landkreis;984,21;984,21;984,21;984,21;984,21;984,21;984,20;984,19;984,20;984,20;984,21;984,19;984,19;984,19;984,16;984,15;984,15;984,14;984,14;984,15;984,15;983,87
09273;Kelheim, Landkreis;1066,90;1066,90;1066,89;1066,89;1066,89;1066,89;1066,85;1066,84;1066,85;1066,85;1066,80;1066,73;1066,73;1066,73;1066,26;1066,26;1066,28;1066,39;1065,98;1065,97;1065,97;1065,14
09274;Landshut, Landkreis;1348,08;1348,07;1348,10;1348,10;1348,07;1348,05;1347,97;1347,95;1347,98;1347,98;1348,00;1347,97;1347,98;1347,98;1347,97;1347,97;1347,92;1347,93;1347,91;1347,89;1347,90;1347,57
09275;Passau, Landkreis;1530,28;1530,28;1530,05;1530,05;1530,04;1530,04;1530,04;1530,05;1530,04;1530,04;1530,20;1530,18;1530,18;1530,18;1530,28;1530,28;1530,27;1530,28;1530,29;1530,29;1530,28;1530,11
09276;Regen, Landkreis;975,07;975,07;975,06;975,06;975,06;975,06;975,06;975,05;975,06;975,06;975,06;975,05;975,05;975,05;974,92;974,91;974,91;974,91;974,91;974,92;974,91;974,80
09277;Rottal-Inn, Landkreis;1280,86;1281,06;1281,13;1281,13;1281,13;1281,13;1281,52;1281,51;1281,52;1281,54;1281,60;1281,55;1281,55;1281,55;1281,39;1281,43;1281,41;1281,42;1281,42;1281,42;1281,41;1281,22
09278;Straubing-Bogen, Landkreis;1202,18;1202,18;1202,23;1202,23;1202,24;1202,24;1202,28;1202,28;1202,27;1202,27;1202,30;1202,31;1202,31;1202,30;1201,94;1201,94;1201,95;1201,94;1201,94;1201,94;1201,93;1201,62
09279;Dingolfing-Landau, Landkreis;877,78;877,78;877,80;877,80;877,80;877,82;877,80;877,81;877,80;877,78;877,84;877,83;877,82;877,81;877,78;877,78;877,78;877,79;877,79;877,79;877,79;877,58
09361;Amberg, kreisfreie Stadt;50,04;50,04;50,04;50,03;50,03;50,03;50,04;50,04;50,05;50,05;50,04;50,04;50,13;50,13;50,14;50,14;50,14;50,14;50,13;50,14;50,14;50,13
09362;Regensburg, kreisfreie Stadt;80,81;80,81;80,60;80,56;80,56;80,56;80,76;80,76;80,76;80,76;80,68;80,68;80,68;80,68;80,70;80,70;80,70;80,70;80,70;80,70;80,70;80,85
09363;Weiden in der Oberpfalz, kreisfreie Stadt;68,49;68,50;68,50;68,50;68,50;68,50;68,48;68,48;68,48;68,48;68,50;68,50;70,52;70,52;70,52;70,52;70,54;70,54;70,54;70,55;70,55;70,57
09371;Amberg-Sulzbach, Landkreis;1255,26;1255,33;1255,16;1255,17;1255,17;1255,17;1255,18;1255,19;1255,88;1255,88;1255,80;1255,80;1255,71;1255,71;1255,74;1255,75;1255,75;1255,75;1255,76;1255,75;1255,75;1255,87
09372;Cham, Landkreis;1510,30;1510,31;1509,97;1509,97;1509,96;1509,96;1511,87;1511,86;1511,87;1511,87;1512,20;1512,20;1512,19;1512,19;1512,18;1512,19;1512,21;1512,22;1520,16;1520,17;1520,16;1520,13
09373;Neumarkt in der Oberpfalz, Landkreis;1344,21;1344,21;1344,23;1344,23;1344,23;1344,23;1344,10;1344,09;1344,04;1344,04;1344,10;1344,08;1344,08;1344,08;1344,08;1344,09;1344,10;1344,12;1344,12;1344,11;1344,12;1343,96
09374;Neustadt an der Waldnaab, Landkreis;1430,00;1429,99;1429,89;1429,89;1429,89;1429,89;1429,87;1429,85;1429,87;1429,87;1429,70;1429,75;1427,72;1427,72;1427,69;1427,69;1427,66;1427,67;1427,67;1427,67;1427,68;1427,71
09375;Regensburg, Landkreis;1395,22;1395,22;1395,92;1395,93;1395,92;1395,92;1393,01;1393,01;1393,01;1393,01;1392,50;1392,42;1392,42;1392,42;1391,89;1391,96;1391,99;1391,87;1391,90;1391,90;1391,90;1391,67
09376;Schwandorf, Landkreis;1472,66;1472,65;1472,86;1472,87;1472,88;1472,88;1472,78;1472,77;1472,79;1472,79;1472,80;1472,82;1472,82;1472,82;1472,89;1472,89;1472,90;1472,91;1464,98;1464,97;1464,98;1465,06
09377;Tirschenreuth, Landkreis;1083,53;1083,77;1085,08;1085,08;1085,08;1085,08;1084,87;1084,31;1084,29;1084,29;1084,30;1084,31;1084,31;1084,31;1084,23;1084,24;1084,22;1084,23;1084,23;1084,23;1084,23;1084,25
09461;Bamberg, kreisfreie Stadt;54,63;54,63;54,63;54,66;54,64;54,64;54,72;54,72;54,74;54,74;54,62;54,62;54,62;54,62;54,62;54,62;54,62;54,62;54,62;54,62;54,62;54,62
09462;Bayreuth, kreisfreie Stadt;66,89;66,89;66,90;66,90;66,90;66,90;66,96;66,95;66,95;66,95;66,97;66,97;66,97;66,97;66,92;66,91;66,91;66,91;66,90;66,93;66,92;66,89
09463;Coburg, kreisfreie Stadt;48,12;48,12;48,08;48,27;48,27;48,27;48,30;48,30;48,30;48,30;48,30;48,30;48,30;48,30;48,29;48,29;48,29;48,29;48,29;48,29;48,29;48,29
09464;Hof, kreisfreie Stadt;57,89;58,01;57,98;57,98;57,98;57,98;58,02;58,02;58,02;58,02;58,08;58,08;58,08;58,08;58,03;58,03;58,03;58,03;58,03;58,03;58,03;58,02
09471;Bamberg, Landkreis;1167,41;1167,41;1167,38;1167,35;1167,37;1167,37;1167,28;1167,26;1167,26;1167,26;1167,70;1167,76;1167,76;1167,76;1167,83;1167,83;1167,83;1167,83;1167,84;1167,83;1167,84;1167,80
09472;Bayreuth, Landkreis;1272,97;1272,98;1273,08;1273,09;1273,09;1273,09;1273,08;1273,65;1273,66;1273,66;1273,70;1273,71;1273,71;1273,72;1273,77;1273,77;1273,76;1273,76;1273,78;1273,74;1273,76;1273,63
09473;Coburg, Landkreis;590,47;590,47;590,46;590,28;590,28;590,28;590,41;590,41;590,41;590,41;590,44;590,46;590,46;590,46;590,47;590,47;590,46;590,47;590,47;590,47;590,47;590,42
09474;Forchheim, Landkreis;643,02;643,02;643,00;642,96;642,96;642,96;642,93;642,93;642,93;642,92;642,84;642,84;642,84;642,84;642,82;642,82;642,79;642,79;642,79;642,79;642,79;642,83
09475;Hof, Landkreis;892,28;892,52;892,51;892,55;892,55;892,55;892,54;892,52;892,54;892,54;892,50;892,52;892,52;892,52;892,52;892,52;892,52;892,52;892,52;892,52;892,52;892,52
09476;Kronach, Landkreis;651,49;651,49;651,39;651,39;651,39;651,39;651,44;651,45;651,22;651,50;651,54;651,53;651,53;651,53;651,54;651,54;651,53;651,53;651,53;651,53;651,53;651,49
09477;Kulmbach, Landkreis;656,46;656,45;656,46;656,41;656,41;658,31;658,29;658,32;658,30;658,30;658,33;658,33;658,32;658,32;658,34;658,34;658,33;658,33;658,34;658,34;658,34;658,34
09478;Lichtenfels, Landkreis;521,82;521,82;521,83;521,83;521,83;519,93;519,92;519,94;519,92;519,92;519,95;519,96;519,97;519,97;519,97;519,97;519,96;519,96;519,95;519,95;519,95;519,94
09479;Wunsiedel im Fichtelgebirge, Landkreis;606,73;606,37;606,40;606,40;606,40;606,40;606,46;606,44;606,46;606,46;606,41;606,41;606,41;606,41;606,42;606,42;606,42;606,42;606,43;606,43;606,43;606,37
09561;Ansbach, kreisfreie Stadt;99,94;99,94;99,82;99,82;99,82;99,84;99,92;99,92;99,92;99,92;99,91;99,91;99,91;99,91;99,91;99,91;99,91;99,91;99,91;99,91;99,91;99,91
09562;Erlangen, kreisfreie Stadt;76,97;76,97;76,82;76,82;76,81;76,81;76,84;76,84;76,85;76,85;76,82;76,82;76,82;76,83;76,94;76,95;76,95;76,95;76,95;76,95;76,95;76,96
09563;Fürth, kreisfreie Stadt;63,34;63,34;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35;63,35
09564;Nürnberg, kreisfreie Stadt;185,81;185,81;186,38;186,37;186,37;186,37;186,38;186,38;186,37;186,37;186,40;186,40;186,40;186,40;186,38;186,38;186,37;186,37;186,37;186,38;186,38;186,45
09565;Schwabach, kreisfreie Stadt;40,71;40,71;40,82;40,82;40,86;40,86;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,80;40,82;40,82;40,82;40,82;40,82;40,82;40,82;40,80
09571;Ansbach, Landkreis;1972,13;1972,13;1972,21;1972,21;1972,21;1972,20;1972,25;1972,25;1972,25;1972,25;1971,80;1971,79;1971,79;1971,79;1971,84;1971,84;1971,83;1971,84;1971,84;1971,84;1971,85;1971,33
09572;Erlangen-Höchstadt, Landkreis;564,61;564,61;564,52;564,53;564,53;564,54;564,57;564,58;564,57;564,57;564,51;564,49;564,49;564,48;564,65;564,66;564,66;564,66;564,66;564,66;564,66;564,56
09573;Fürth, Landkreis;307,60;307,60;307,59;307,59;307,59;307,59;307,59;307,61;307,59;307,59;307,56;307,56;307,56;307,56;307,56;307,55;307,55;307,55;307,55;307,55;307,56;307,44
09574;Nürnberger Land, Landkreis;800,81;800,81;800,20;800,21;800,02;800,02;800,09;800,10;799,44;799,44;799,44;799,46;799,46;799,46;799,57;799,56;799,58;799,58;799,57;799,57;799,57;799,52
09575;Neustadt an der Aisch-Bad Windsheim, Landkreis;1267,55;1267,55;1267,40;1267,40;1267,40;1267,40;1268,27;1267,66;1267,64;1267,64;1267,50;1267,54;1267,54;1267,54;1267,55;1267,55;1267,55;1267,56;1267,55;1267,56;1267,56;1267,45
09576;Roth, Landkreis;895,32;895,43;895,18;895,18;895,18;895,18;895,24;895,22;895,24;895,24;895,55;895,54;895,54;895,54;895,39;895,39;895,40;895,40;895,39;895,39;895,39;895,15
09577;Weißenburg-Gunzenhausen, Landkreis;970,81;970,81;970,84;970,83;970,83;970,83;970,82;970,83;970,82;970,82;970,90;970,91;970,91;970,91;970,91;970,91;970,91;970,91;970,91;970,91;970,91;970,78
09661;Aschaffenburg, kreisfreie Stadt;62,76;62,76;62,75;62,75;62,75;62,75;62,57;62,50;62,50;62,50;62,49;62,49;62,49;62,49;62,47;62,47;62,47;62,47;62,47;62,47;62,47;62,45
09662;Schweinfurt, kreisfreie Stadt;35,75;35,75;35,60;35,60;35,60;35,60;35,63;35,63;35,63;35,63;35,71;35,71;35,71;35,71;35,70;35,70;35,70;35,70;35,70;35,70;35,70;35,70
09663;Würzburg, kreisfreie Stadt;87,66;87,66;87,56;87,56;87,56;87,56;87,55;87,55;87,55;87,55;87,63;87,63;87,63;87,63;87,63;87,63;87,63;87,63;87,63;87,63;87,63;87,60
09671;Aschaffenburg, Landkreis;699,39;699,39;699,34;699,34;699,34;699,33;699,08;699,14;699,15;699,15;699,21;699,19;699,19;699,18;699,17;699,18;699,15;699,15;699,15;699,15;699,16;698,90
09672;Bad Kissingen, Landkreis;1136,70;1136,70;1136,81;1136,84;1136,84;1136,84;1136,81;1136,79;1136,83;1136,72;1137,10;1137,05;1137,05;1137,05;1136,94;1136,94;1136,94;1136,95;1136,96;1136,96;1136,96;1136,84
09673;Rhön-Grabfeld, Landkreis;1021,93;1021,93;1021,91;1021,87;1021,87;1021,87;1021,61;1021,61;1021,61;1021,61;1021,70;1021,73;1021,73;1021,73;1021,78;1021,78;1021,79;1021,77;1021,77;1021,77;1021,77;1021,72
09674;Haßberge, Landkreis;956,60;956,49;956,52;956,52;956,52;956,52;956,43;956,42;956,43;956,37;956,39;956,38;956,38;956,38;956,39;956,40;956,38;956,38;956,38;956,38;956,38;956,19
09675;Kitzingen, Landkreis;684,43;684,43;684,15;684,15;684,15;684,15;684,23;684,23;684,23;684,23;684,20;684,19;684,19;684,19;684,13;684,13;684,19;684,19;684,19;684,19;684,18;684,14
09676;Miltenberg, Landkreis;715,65;715,65;715,68;715,68;715,68;715,68;715,69;715,67;715,69;715,69;715,73;715,74;715,74;715,81;715,86;715,86;715,86;715,86;715,86;715,86;715,86;715,58
09677;Main-Spessart, Landkreis;1322,62;1322,61;1321,41;1321,41;1321,41;1321,42;1321,56;1321,59;1321,56;1321,56;1321,60;1321,61;1321,61;1321,55;1321,42;1321,42;1321,42;1321,42;1321,42;1321,42;1321,42;1321,19
09678;Schweinfurt, Landkreis;839,88;839,98;840,06;840,06;840,06;840,06;841,47;841,49;841,47;841,54;841,51;841,51;841,51;841,51;841,48;841,47;841,48;841,47;841,46;841,46;841,46;841,39
09679;Würzburg, Landkreis;968,24;968,23;967,56;967,56;967,56;967,56;968,44;968,45;968,44;968,44;968,40;968,41;968,41;968,41;968,40;968,40;968,40;968,40;968,40;968,40;968,41;968,36
09761;Augsburg, kreisfreie Stadt;147,14;147,14;146,71;146,71;146,72;146,72;146,78;146,78;146,78;146,78;146,86;146,86;146,86;146,86;146,84;146,84;146,84;146,84;146,84;146,84;146,86;146,87
09762;Kaufbeuren, kreisfreie Stadt;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,02;40,03;40,03;40,03;40,03;40,03;40,03;40,03;40,02
09763;Kempten (Allgäu), kreisfreie Stadt;63,29;63,29;63,29;63,29;63,29;63,29;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28;63,28
09764;Memmingen, kreisfreie Stadt;70,19;70,19;70,04;70,04;70,04;70,04;70,18;70,18;70,18;70,18;70,20;70,20;70,20;70,20;70,14;70,14;70,14;70,14;70,14;70,14;70,14;70,11
09771;Aichach-Friedberg, Landkreis;780,84;780,84;780,53;780,52;780,52;780,52;780,56;780,53;780,56;780,56;780,70;780,70;780,70;780,70;780,34;780,34;780,34;780,34;780,33;780,33;780,30;780,24
09772;Augsburg, Landkreis;1071,13;1071,13;1070,83;1070,83;1070,82;1070,82;1070,98;1070,96;1070,98;1070,98;1071,10;1071,11;1071,11;1071,12;1071,15;1071,15;1071,15;1071,14;1071,12;1071,13;1071,11;1070,62
09773;Dillingen an der Donau, Landkreis;791,88;792,30;792,30;792,30;792,30;792,30;791,97;791,99;791,97;791,95;792,05;792,03;792,03;792,03;792,21;792,21;792,22;792,22;792,22;792,22;792,22;792,23
09774;Günzburg, Landkreis;762,31;762,31;762,52;762,52;762,52;762,52;762,32;762,35;762,32;762,32;762,37;762,38;762,38;762,38;762,44;762,44;762,44;762,44;762,44;762,44;762,44;762,40
09775;Neu-Ulm, Landkreis;515,65;515,65;515,34;515,34;515,34;515,34;515,39;515,39;515,39;515,39;515,54;515,53;515,53;515,53;515,84;515,84;515,86;515,86;515,87;515,86;515,87;515,84
09776;Lindau (Bodensee), Landkreis;323,33;323,33;323,35;323,35;323,35;323,35;323,47;323,47;323,47;323,47;323,43;323,45;323,45;323,45;323,44;323,44;323,44;323,43;323,44;323,44;323,45;323,39
09777;Ostallgäu, Landkreis;1395,04;1395,06;1395,09;1395,09;1395,09;1395,09;1394,92;1394,90;1394,92;1394,92;1394,90;1394,91;1394,91;1394,91;1394,94;1394,94;1394,95;1394,94;1394,92;1394,91;1394,91;1394,45
09778;Unterallgäu, Landkreis;1230,32;1230,32;1229,20;1229,20;1229,20;1229,20;1229,26;1229,25;1229,26;1229,25;1230,20;1230,26;1230,26;1230,26;1230,08;1230,08;1230,09;1230,07;1230,06;1230,06;1230,06;1229,59
09779;Donau-Ries, Landkreis;1274,92;1274,92;1274,90;1274,90;1274,90;1274,90;1274,95;1274,96;1274,95;1274,95;1274,60;1274,64;1274,64;1274,64;1274,69;1274,70;1274,68;1274,68;1274,68;1274,68;1274,69;1274,58
09780;Oberallgäu, Landkreis;1527,47;1527,48;1528,12;1528,12;1528,12;1528,12;1527,97;1527,95;1527,97;1527,97;1527,60;1527,55;1527,55;1527,55;1527,98;1527,98;1528,02;1528,00;1528,01;1528,00;1528,01;1527,99
10041;Regionalverband Saarbrücken, Landkreis;410,61;410,61;410,61;410,61;410,60;410,61;410,62;410,61;410,61;410,61;410,61;410,63;410,63;410,62;410,64;410,64;410,63;410,63;410,63;410,64;410,64;410,95
10042;Merzig-Wadern, Landkreis;554,86;554,86;554,86;555,00;555,00;555,00;554,99;554,99;555,12;555,13;555,13;555,09;555,09;555,10;555,09;555,17;555,17;555,17;555,16;555,17;555,17;556,66
10043;Neunkirchen, Landkreis;249,15;249,15;249,16;249,16;249,17;249,18;249,17;249,21;249,21;249,21;249,21;249,25;249,25;249,25;249,25;249,25;249,25;249,25;249,25;249,24;249,24;249,80
10044;Saarlouis, Landkreis;459,13;459,13;459,13;459,10;459,10;459,07;459,08;459,08;459,07;459,08;459,08;459,07;459,07;459,07;459,07;459,06;459,05;459,03;459,03;459,05;459,05;459,35
10045;Saarpfalz-Kreis;420,24;420,24;420,22;420,24;420,19;418,55;418,53;418,54;418,54;418,53;418,53;418,43;418,42;418,41;418,41;418,42;418,40;418,39;418,39;418,40;418,40;418,27
10046;Sankt Wendel, Landkreis;476,16;476,16;476,12;476,08;476,08;476,10;476,09;476,10;476,10;476,14;476,14;476,18;476,18;476,20;476,20;476,21;476,23;476,23;476,23;476,22;476,22;476,07
11000;Berlin, kreisfreie Stadt;890,85;891,67;890,77;890,22;891,41;891,69;891,76;891,75;891,75;891,82;891,84;891,02;891,02;891,54;891,54;887,70;891,75;891,70;891,68;891,69;891,68;891,12
12051;Brandenburg an der Havel, kreisfreie Stadt;208,32;207,88;207,88;207,89;207,91;207,98;207,99;207,99;228,77;228,77;228,80;228,80;228,80;228,81;228,82;228,82;228,85;228,84;229,71;229,71;229,72;229,72
12052;Cottbus, kreisfreie Stadt;150,32;150,33;150,34;150,33;150,36;150,36;150,38;150,38;164,23;164,28;164,28;164,28;164,28;164,28;164,28;164,29;164,29;164,29;165,15;165,15;165,16;165,62
12053;Frankfurt (Oder), kreisfreie Stadt;147,63;147,63;147,63;147,63;147,63;147,60;147,60;147,60;147,61;147,62;147,61;147,62;147,69;147,78;147,81;147,81;147,81;147,64;147,85;147,85;147,85;147,85
12054;Potsdam, kreisfreie Stadt;109,35;109,33;109,34;109,35;109,37;109,38;109,39;109,35;187,29;187,27;187,29;187,29;187,29;187,37;187,38;187,53;187,52;187,66;188,25;188,25;188,26;188,26
12060;Barnim, Landkreis;1494,28;1494,28;1494,30;1494,32;1494,34;1494,32;1494,34;1494,34;1494,32;1494,31;1494,30;1494,33;1494,42;1492,85;1471,64;1471,55;1471,57;1471,55;1479,69;1479,68;1479,68;1479,67
12061;Dahme-Spreewald, Landkreis;2261,04;2260,93;2260,97;2261,21;2260,92;2261,00;2261,01;2260,98;2261,01;2261,04;2261,10;2261,17;2261,13;2261,43;2261,84;2261,86;2261,84;2261,85;2274,28;2274,48;2274,49;2274,49
12062;Elbe-Elster, Landkreis;1889,48;1889,46;1889,40;1889,40;1889,37;1889,39;1889,41;1889,36;1889,36;1889,33;1889,30;1889,39;1889,39;1889,41;1889,43;1889,44;1889,39;1889,40;1899,57;1899,57;1899,57;1899,57
12063;Havelland, Landkreis;1706,94;1706,98;1707,22;1707,23;1707,22;1707,22;1707,24;1707,29;1716,80;1716,95;1717,20;1717,18;1717,38;1717,33;1717,32;1717,33;1717,08;1717,10;1727,30;1727,29;1727,30;1727,30
12064;Märkisch-Oderland, Landkreis;2127,51;2127,58;2127,59;2127,60;2127,67;2127,72;2127,70;2128,17;2127,87;2128,12;2128,00;2128,08;2128,18;2128,20;2149,64;2150,15;2150,40;2150,48;2158,65;2158,65;2158,65;2158,65
12065;Oberhavel, Landkreis;1798,22;1795,00;1794,76;1794,82;1796,76;1796,75;1795,35;1795,37;1795,52;1795,64;1795,80;1796,09;1795,96;1797,41;1798,25;1798,28;1798,16;1798,28;1808,20;1808,20;1808,20;1808,18
12066;Oberspreewald-Lausitz, Landkreis;1216,56;1216,56;1216,58;1216,61;1216,63;1216,63;1216,63;1216,60;1216,61;1216,62;1216,70;1216,70;1216,71;1216,69;1216,71;1216,87;1216,89;1216,90;1223,08;1223,08;1223,09;1223,09
12067;Oder-Spree, Landkreis;2242,18;2242,23;2242,27;2242,27;2242,33;2242,36;2242,41;2242,47;2242,49;2242,65;2242,70;2242,94;2242,86;2243,04;2243,03;2243,10;2243,20;2243,27;2256,75;2256,75;2256,75;2256,75
12068;Ostprignitz-Ruppin, Landkreis;2510,27;2510,30;2510,32;2510,35;2508,71;2508,72;2508,77;2508,77;2508,96;2509,19;2509,20;2509,23;2509,40;2509,41;2508,61;2508,65;2509,40;2509,43;2526,56;2526,56;2526,56;2526,57
12069;Potsdam-Mittelmark, Landkreis;2682,46;2682,82;2682,86;2682,90;2682,92;2682,93;2682,95;2682,95;2574,98;2575,03;2575,10;2575,04;2575,10;2575,15;2575,16;2575,18;2575,20;2575,91;2592,00;2591,95;2591,94;2592,02
12070;Prignitz, Landkreis;2122,83;2122,86;2122,92;2122,94;2122,96;2122,99;2123,02;2123,08;2123,29;2123,28;2123,30;2123,31;2123,31;2123,34;2123,39;2123,62;2123,62;2123,64;2138,59;2138,59;2138,59;2138,55
